ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
478,35527,2/5/2023,Wrong Item Delivered,48202.7,Refunded
479,85169,6/18/2023,Size Issue,29261.18,Rejected
480,88334,1/25/2023,Late Delivery,25058.23,Refunded
481,21243,6/18/2024,Defective Item,31720.77,Refunded
482,7651,12/3/2025,Defective Item,2700.27,Rejected
483,78977,5/5/2025,Changed Mind,6802.75,Rejected
484,21087,9/8/2023,Quality Issue,31435.94,Refunded
485,61639,5/13/2023,Wrong Item Delivered,12267.68,Refunded
486,55783,5/17/2023,Quality Issue,6165.86,Refunded
487,72521,9/4/2025,Product Not as Described,2420.51,Refunded
488,80436,3/14/2024,Product Not as Described,16237.85,Refunded
489,3606,3/26/2026,Damaged Product,5397.92,Processed
490,84521,9/11/2023,Late Delivery,36929.53,Refunded
491,26849,1/7/2026,Size Issue,47987.08,Refunded
492,11346,7/11/2025,Defective Item,36799.97,Pending
493,87325,5/8/2026,Duplicate Order,44096.07,Refunded
494,92685,5/11/2025,Size Issue,34168.21,Refunded
495,73984,4/27/2026,Size Issue,17462.47,Refunded
496,41131,11/11/2025,Product Not as Described,42717.5,Pending
497,87104,2/4/2023,Changed Mind,49204.79,Refunded
498,40596,6/23/2025,Duplicate Order,33250.92,Refunded
499,8794,12/5/2025,Defective Item,16236.15,Rejected
500,92419,3/23/2026,Size Issue,49205.17,Processed
501,80163,11/24/2024,Defective Item,48575.44,Refunded
502,34087,8/3/2024,Wrong Item Delivered,22343.55,Refunded
503,77623,5/10/2025,Quality Issue,35276.83,Refunded
504,51860,6/17/2025,Quality Issue,18252.38,Refunded
505,68857,4/20/2022,Duplicate Order,7783.19,Pending
506,54973,6/13/2023,Damaged Product,17371.78,Refunded
507,39782,5/20/2022,Duplicate Order,28408.92,Refunded
508,92720,10/7/2025,Changed Mind,46386.62,Refunded
509,82975,3/2/2025,Changed Mind,15440.83,Refunded
510,30013,5/19/2024,Size Issue,29558.46,Refunded
511,246,4/26/2025,Changed Mind,26018.12,Refunded
512,7095,4/12/2025,Damaged Product,46073.41,Refunded
513,85248,12/18/2024,Damaged Product,31811.48,Pending
514,32900,9/3/2022,Defective Item,20272.54,Refunded
515,20082,3/24/2022,Missing Parts,7216.26,Refunded
516,99998,4/10/2023,Quality Issue,47139.82,Refunded
517,6520,3/24/2022,Quality Issue,13166.62,Refunded
518,93148,10/5/2024,Late Delivery,2565.34,Refunded
519,85127,10/18/2024,Quality Issue,26672.03,Refunded
520,11735,8/25/2025,Missing Parts,1274.57,Refunded
521,60037,5/13/2024,Duplicate Order,7352.09,Refunded
522,67626,12/22/2024,Size Issue,4144.04,Refunded
523,11784,9/29/2025,Defective Item,46435.63,Refunded
524,49864,2/11/2022,Damaged Product,26072.88,Pending
525,37228,4/10/2024,Damaged Product,23042.49,Pending
526,5028,8/18/2023,Wrong Item Delivered,3013.48,Refunded
527,90954,9/20/2024,Late Delivery,15661.92,Refunded
528,98989,5/8/2025,Late Delivery,28158.11,Rejected
529,31586,12/20/2023,Duplicate Order,10631.08,Refunded
530,7299,10/19/2022,Duplicate Order,45410.57,Refunded
531,72512,3/26/2026,Product Not as Described,26655.12,Refunded
532,39504,7/23/2022,Damaged Product,17690.25,Refunded
533,98617,9/12/2023,Defective Item,16578.82,Refunded
534,86707,6/22/2022,Duplicate Order,39390.34,Pending
535,4784,1/1/2025,Defective Item,24105.38,Refunded
536,51402,5/29/2023,Product Not as Described,44020.7,Pending
537,25805,4/3/2024,Quality Issue,14670.83,Refunded
538,65761,1/10/2023,Defective Item,42120.56,Refunded
539,80668,1/31/2025,Product Not as Described,8680.2,Pending
540,39564,11/8/2024,Duplicate Order,36430.66,Refunded
541,11100,11/17/2023,Late Delivery,13853.47,Refunded
542,64247,7/14/2024,Wrong Item Delivered,10795.27,Refunded
543,58499,9/24/2024,Defective Item,8468.21,Refunded
544,67587,11/5/2024,Quality Issue,20225.83,Refunded
545,10359,11/2/2025,Size Issue,23491.35,Refunded
546,13721,3/10/2026,Missing Parts,45269.84,Refunded
547,11133,3/21/2022,Missing Parts,11558.53,Pending
548,86815,2/17/2022,Changed Mind,10305.81,Refunded
549,14614,12/4/2022,Late Delivery,12297.29,Refunded
550,73275,5/18/2024,Changed Mind,21307.52,Rejected
551,99966,10/29/2024,Defective Item,30355.36,Refunded
552,97445,12/10/2022,Quality Issue,19385.36,Refunded
553,90545,9/28/2023,Quality Issue,32443.95,Refunded
554,10805,2/23/2025,Late Delivery,3562.6,Refunded
555,55682,9/5/2024,Product Not as Described,4169.57,Refunded
556,87613,7/28/2022,Quality Issue,39811.69,Refunded
557,76286,6/16/2024,Missing Parts,23775.1,Refunded
558,42591,8/3/2025,Defective Item,8483.23,Refunded
559,51153,1/23/2023,Wrong Item Delivered,18038.84,Refunded
560,45863,4/3/2024,Product Not as Described,7041.24,Refunded
561,51284,12/21/2022,Late Delivery,35535.25,Refunded
562,34723,9/22/2022,Late Delivery,48271.26,Refunded
563,63553,7/23/2022,Missing Parts,20234.63,Refunded
564,83253,2/23/2022,Late Delivery,32557.7,Refunded
565,91824,5/29/2024,Changed Mind,43493.31,Refunded
566,80124,12/7/2022,Changed Mind,9927.96,Refunded
567,25017,8/25/2022,Quality Issue,26725.97,Pending
568,35705,2/2/2023,Quality Issue,8570.86,Pending
569,74248,12/25/2025,Damaged Product,44216.81,Pending
570,75945,12/30/2023,Defective Item,35284.22,Refunded
571,44130,4/1/2025,Defective Item,16776.23,Refunded
572,99186,10/5/2023,Defective Item,3933.4,Refunded
573,32056,4/8/2025,Damaged Product,15844.15,Pending
574,86720,11/12/2023,Size Issue,35702.32,Refunded
575,46119,3/13/2024,Product Not as Described,24832.88,Refunded
576,49101,2/1/2023,Late Delivery,44388.84,Processed
577,459,9/2/2024,Late Delivery,11902.43,Rejected
578,52450,8/30/2024,Damaged Product,7912.33,Pending
579,8271,3/28/2026,Size Issue,40612.22,Processed
580,25191,5/23/2024,Quality Issue,15324.86,Refunded
581,57725,9/28/2025,Changed Mind,45916,Refunded
582,70303,5/31/2024,Wrong Item Delivered,31553.09,Refunded
583,41385,7/5/2023,Defective Item,25871.13,Pending
584,68541,7/23/2025,Late Delivery,29013.53,Refunded
585,16220,3/13/2025,Size Issue,32241.31,Refunded
586,85461,7/13/2023,Size Issue,34785.56,Pending
587,25800,10/23/2025,Quality Issue,14891.86,Refunded
588,73084,3/17/2023,Wrong Item Delivered,14904.36,Refunded
589,24817,6/13/2025,Late Delivery,42588.67,Refunded
590,85539,2/9/2022,Defective Item,36569.92,Refunded
591,32491,11/24/2024,Size Issue,43250.39,Refunded
592,18645,6/25/2024,Late Delivery,36146.89,Refunded
593,91383,1/14/2023,Defective Item,9562.83,Refunded
594,48120,10/23/2023,Missing Parts,32021.06,Refunded
595,72012,5/5/2024,Missing Parts,41819.62,Refunded
596,29173,11/10/2025,Quality Issue,8613.82,Refunded
597,89372,5/21/2025,Missing Parts,10211.09,Refunded
598,24580,8/20/2023,Quality Issue,23110.48,Refunded
599,37173,9/16/2023,Wrong Item Delivered,15170.54,Refunded
600,91817,1/29/2025,Size Issue,21651.2,Rejected
601,37243,7/25/2025,Damaged Product,44969.52,Refunded
602,77462,5/13/2022,Duplicate Order,43078.87,Refunded
603,53009,12/13/2025,Duplicate Order,32930.92,Refunded
604,12945,10/1/2024,Product Not as Described,7440.59,Refunded
605,63864,12/21/2022,Duplicate Order,32876.65,Refunded
606,95846,2/26/2024,Damaged Product,15165.23,Refunded
607,69074,1/13/2025,Size Issue,37273.84,Refunded
608,83059,3/21/2025,Missing Parts,2681.92,Refunded
609,92554,11/12/2024,Missing Parts,36235.67,Pending
610,22384,8/10/2024,Defective Item,10865.14,Refunded
611,13246,8/9/2022,Size Issue,2076.44,Refunded
612,16016,4/21/2025,Defective Item,44339.12,Refunded
613,97125,3/14/2026,Duplicate Order,24801.97,Refunded
614,60375,6/21/2025,Late Delivery,43576.61,Refunded
615,73007,5/7/2022,Duplicate Order,24463.92,Refunded
616,51974,12/15/2022,Quality Issue,38677.27,Refunded
617,938,4/14/2024,Wrong Item Delivered,37956.77,Refunded
618,27249,2/7/2024,Missing Parts,16593.93,Refunded
619,72551,6/8/2022,Quality Issue,31229.8,Refunded
620,86772,6/22/2024,Damaged Product,7202.89,Refunded
621,78816,3/21/2025,Defective Item,6219.7,Refunded
622,70125,4/1/2026,Missing Parts,8356.11,Refunded
623,1655,4/8/2022,Missing Parts,47806.28,Refunded
624,95442,4/8/2025,Size Issue,38366.38,Refunded
625,14916,9/8/2023,Late Delivery,28682.63,Refunded
626,66515,12/15/2022,Product Not as Described,1320.78,Refunded
627,34741,2/2/2024,Product Not as Described,23685.22,Refunded
628,94131,4/8/2026,Wrong Item Delivered,42110.91,Processed
629,18159,7/6/2025,Product Not as Described,45151.93,Refunded
630,51757,7/18/2023,Damaged Product,12318.48,Refunded
631,48939,12/23/2023,Size Issue,36205.62,Pending
632,61757,4/26/2023,Size Issue,45680.55,Processed
633,74175,11/20/2023,Duplicate Order,42589.53,Refunded
634,51410,4/7/2026,Missing Parts,45911.44,Refunded
635,83146,6/5/2025,Defective Item,19936.33,Refunded
636,73455,12/28/2024,Damaged Product,47373.59,Processed
637,64501,8/6/2025,Late Delivery,16196.28,Refunded
638,85530,3/15/2024,Wrong Item Delivered,7891.45,Pending
639,97335,8/31/2022,Changed Mind,43828.19,Pending
640,11840,2/2/2026,Duplicate Order,24664.62,Refunded
641,39909,5/19/2025,Size Issue,10276.76,Refunded
642,62151,10/24/2025,Quality Issue,38926.59,Refunded
643,94848,12/7/2023,Late Delivery,41309.17,Refunded
644,81021,3/17/2023,Quality Issue,4759.89,Rejected
645,56081,12/2/2022,Duplicate Order,15266.63,Refunded
646,92154,10/14/2024,Size Issue,49374.1,Refunded
647,1503,1/6/2026,Late Delivery,14205.87,Refunded
648,94523,8/2/2022,Damaged Product,20187.92,Refunded
649,65016,11/6/2025,Missing Parts,36803.16,Refunded
650,50877,8/29/2022,Wrong Item Delivered,18918.3,Refunded
651,72739,5/18/2026,Missing Parts,31341.08,Refunded
652,82170,6/6/2025,Product Not as Described,46732.25,Refunded
653,90384,1/14/2026,Product Not as Described,25410.05,Refunded
654,50187,2/17/2024,Defective Item,6321.48,Refunded
655,5749,1/27/2026,Size Issue,5728.61,Refunded
656,72523,8/4/2024,Defective Item,9025.31,Refunded
657,21669,4/12/2024,Damaged Product,11400.15,Refunded
658,2062,1/19/2026,Defective Item,41218.57,Refunded
659,33441,2/3/2026,Missing Parts,467.2,Pending
660,45697,5/24/2024,Defective Item,33093.44,Refunded
661,36075,12/12/2023,Changed Mind,14671.06,Refunded
662,92141,3/4/2024,Product Not as Described,10374.14,Refunded
663,73875,2/8/2025,Size Issue,45119.21,Refunded
664,72232,7/16/2022,Product Not as Described,45924.45,Refunded
665,35785,12/16/2024,Size Issue,8538.61,Refunded
666,50413,5/26/2024,Quality Issue,7402.1,Pending
667,30844,1/25/2025,Changed Mind,29435.34,Refunded
668,28349,4/17/2023,Wrong Item Delivered,13620.12,Refunded
669,99971,2/15/2023,Damaged Product,1002.25,Processed
670,45540,10/15/2024,Quality Issue,8481.47,Refunded
671,45173,5/19/2023,Missing Parts,1082.95,Refunded
672,62154,1/30/2023,Wrong Item Delivered,36555.21,Pending
673,47944,3/25/2026,Wrong Item Delivered,17043.16,Refunded
674,53439,10/10/2025,Size Issue,12118.36,Rejected
675,34865,1/18/2023,Duplicate Order,327.74,Refunded
676,24676,9/20/2023,Damaged Product,10096.04,Refunded
677,68791,7/21/2023,Size Issue,33311.21,Processed
678,95343,5/30/2024,Missing Parts,5667.29,Refunded
679,26035,12/4/2024,Defective Item,28670.34,Refunded
680,64261,8/2/2024,Late Delivery,19434.23,Refunded
681,63985,2/14/2022,Damaged Product,31962.9,Pending
682,31091,8/23/2025,Changed Mind,22843.15,Pending
683,72465,3/6/2025,Product Not as Described,40767.35,Refunded
684,80040,1/13/2023,Duplicate Order,45451.57,Processed
685,4774,4/3/2026,Defective Item,33441.32,Processed
686,90095,12/28/2023,Duplicate Order,20024.52,Refunded
687,74534,12/16/2022,Missing Parts,15563.83,Refunded
688,83162,9/26/2024,Product Not as Described,18107.7,Refunded
689,70689,1/17/2025,Product Not as Described,7656.92,Refunded
690,23654,1/11/2023,Missing Parts,27903.61,Refunded
691,62546,1/9/2024,Quality Issue,3050.71,Processed
692,21123,10/3/2024,Wrong Item Delivered,36391.47,Refunded
693,12282,3/8/2026,Quality Issue,38745.5,Refunded
694,99961,12/9/2024,Damaged Product,5310.05,Refunded
695,96281,4/15/2023,Size Issue,29503.98,Pending
696,64664,5/20/2022,Wrong Item Delivered,34348.6,Refunded
697,63393,8/7/2023,Size Issue,48459.8,Refunded
698,28508,6/5/2022,Late Delivery,35715.18,Refunded
699,26883,7/23/2024,Duplicate Order,49695.06,Pending
700,70367,4/17/2025,Damaged Product,39669.75,Processed
701,16569,4/28/2026,Missing Parts,23972.56,Pending
702,99868,2/29/2024,Product Not as Described,48917.43,Refunded
703,91886,12/8/2024,Size Issue,36630.27,Refunded
704,26204,2/6/2026,Defective Item,42551.82,Pending
705,72215,10/4/2022,Duplicate Order,24724.64,Refunded
706,6299,12/11/2025,Missing Parts,22282,Refunded
707,234,5/19/2022,Late Delivery,8932.68,Refunded
708,69668,7/22/2025,Late Delivery,10852.31,Refunded
709,2817,11/9/2023,Product Not as Described,5271.5,Refunded
710,52758,1/3/2024,Missing Parts,35194.36,Refunded
711,9350,1/10/2024,Quality Issue,47208.89,Refunded
712,66010,10/12/2024,Size Issue,49720.27,Refunded
713,85797,8/1/2022,Wrong Item Delivered,41250.42,Processed
714,55777,5/22/2023,Wrong Item Delivered,4785.93,Refunded
715,70176,5/13/2024,Wrong Item Delivered,2240.56,Refunded
716,86550,1/21/2024,Size Issue,36282.1,Refunded
717,55004,10/26/2022,Quality Issue,18986.7,Refunded
718,20303,4/18/2026,Late Delivery,10946.12,Refunded
719,44774,5/14/2026,Defective Item,38974.65,Refunded
720,2506,11/11/2023,Quality Issue,43736.34,Pending
721,69052,3/11/2022,Missing Parts,31495.57,Processed
722,41795,10/30/2023,Size Issue,19128.25,Refunded
723,44211,8/27/2024,Changed Mind,16493.09,Refunded
724,45747,6/19/2025,Wrong Item Delivered,4533.18,Refunded
725,5952,7/22/2024,Wrong Item Delivered,38879.66,Refunded
726,34388,5/17/2023,Duplicate Order,32661.39,Refunded
727,76097,8/31/2024,Changed Mind,33211.89,Refunded
728,48525,12/12/2023,Wrong Item Delivered,1579.15,Refunded
729,49420,3/29/2022,Damaged Product,25126.3,Refunded
730,26853,12/1/2022,Damaged Product,22718.87,Refunded
731,22188,3/13/2025,Size Issue,28010.98,Refunded
732,45298,2/4/2022,Quality Issue,32647.84,Refunded
733,85580,12/27/2025,Duplicate Order,10524.47,Refunded
734,23797,12/30/2022,Changed Mind,13024.91,Refunded
735,65896,7/2/2025,Missing Parts,16111.33,Refunded
736,32448,1/30/2024,Late Delivery,26764.86,Refunded
737,71161,1/19/2026,Product Not as Described,25789.37,Pending
738,43752,5/11/2025,Late Delivery,12293.63,Refunded
739,27829,12/6/2025,Size Issue,17271.23,Refunded
740,84864,1/8/2025,Duplicate Order,12148.78,Refunded
741,30167,11/23/2023,Size Issue,28740.52,Processed
742,45435,6/3/2022,Damaged Product,28658.33,Refunded
743,9966,10/21/2022,Size Issue,39417.91,Refunded
744,6754,4/9/2022,Defective Item,26113.5,Refunded
745,60775,9/1/2023,Damaged Product,11385.54,Refunded
746,42163,12/30/2023,Changed Mind,47601.97,Refunded
747,34303,5/9/2026,Late Delivery,46157.95,Pending
748,82534,9/21/2025,Product Not as Described,26803,Pending
749,99779,2/13/2023,Damaged Product,39415.42,Pending
750,4435,5/12/2024,Missing Parts,15176.86,Refunded
751,94171,11/2/2025,Duplicate Order,15621.09,Refunded
752,26357,12/5/2024,Duplicate Order,17264.56,Refunded
753,47133,11/10/2022,Changed Mind,17036.82,Refunded
754,70532,12/11/2023,Missing Parts,22375.95,Refunded
755,3524,8/25/2023,Quality Issue,44778.54,Refunded
756,29672,5/14/2026,Changed Mind,22188.51,Refunded
757,65041,6/16/2022,Duplicate Order,7712.75,Refunded
758,74550,12/25/2024,Product Not as Described,46191.92,Refunded
759,81474,4/19/2025,Product Not as Described,29427.45,Refunded
760,74891,12/23/2025,Duplicate Order,45908.55,Refunded
761,53592,8/4/2023,Wrong Item Delivered,41933.92,Refunded
762,58686,1/26/2024,Product Not as Described,16815.24,Refunded
763,20163,10/11/2024,Missing Parts,21017.55,Refunded
764,35636,11/11/2024,Size Issue,2968.38,Pending
765,61090,10/22/2022,Changed Mind,34875.16,Pending
766,73152,10/13/2022,Wrong Item Delivered,560.81,Refunded
767,74295,8/24/2023,Product Not as Described,24146.01,Refunded
768,43655,10/7/2022,Duplicate Order,27963.87,Refunded
769,53338,9/13/2022,Damaged Product,34525.73,Refunded
770,5601,7/12/2025,Late Delivery,4208.72,Refunded
771,69888,2/17/2023,Defective Item,25489.82,Refunded
772,40784,12/28/2023,Defective Item,36930.04,Refunded
773,34883,5/20/2026,Size Issue,10626.43,Refunded
774,43037,10/20/2024,Defective Item,34775.19,Refunded
775,55493,4/27/2023,Late Delivery,33540.67,Refunded
776,40569,1/13/2024,Wrong Item Delivered,4953.03,Refunded
777,55758,9/22/2024,Damaged Product,30940.16,Refunded
778,13603,3/10/2022,Size Issue,36489.15,Refunded
779,40416,5/12/2025,Missing Parts,9440,Refunded
780,88857,4/8/2022,Missing Parts,21538.29,Refunded
781,27903,2/5/2025,Late Delivery,45571.68,Pending
782,51121,2/5/2026,Defective Item,26238.84,Refunded
783,66033,7/18/2025,Size Issue,33301.98,Refunded
784,60900,7/24/2022,Late Delivery,46478.05,Refunded
785,5081,2/23/2024,Late Delivery,37937.92,Refunded
786,1104,3/30/2022,Changed Mind,42982.22,Refunded
787,36643,4/26/2022,Quality Issue,47714.28,Pending
788,62433,10/23/2023,Size Issue,17502.76,Processed
789,59246,2/15/2025,Changed Mind,49269.4,Pending
790,56295,5/15/2026,Changed Mind,24081.96,Rejected
791,11856,5/15/2025,Changed Mind,19227.43,Refunded
792,5273,1/22/2024,Late Delivery,18565.69,Refunded
793,71389,12/19/2022,Changed Mind,47783.44,Pending
794,48999,6/30/2022,Quality Issue,19928.89,Refunded
795,57920,6/15/2024,Quality Issue,2682.44,Refunded
796,76022,3/5/2026,Size Issue,3910.09,Refunded
797,79262,2/13/2025,Wrong Item Delivered,9871.74,Refunded
798,80737,8/17/2022,Size Issue,38799.66,Refunded
799,58983,4/3/2023,Duplicate Order,8906.32,Refunded
800,16399,1/17/2024,Duplicate Order,41435.08,Refunded
801,21257,3/3/2024,Quality Issue,27014.08,Refunded
802,62237,10/19/2024,Defective Item,39731.67,Refunded
803,35608,5/4/2025,Changed Mind,23292.49,Refunded
804,4720,5/23/2023,Quality Issue,742.17,Refunded
805,31311,6/25/2024,Quality Issue,12717.03,Rejected
806,23735,2/13/2025,Late Delivery,23950.83,Rejected
807,53462,5/21/2022,Changed Mind,33425.87,Pending
808,71376,11/1/2022,Damaged Product,27817.05,Pending
809,78703,11/7/2024,Changed Mind,12068.67,Refunded
810,47942,7/23/2025,Size Issue,25331.24,Refunded
811,35646,8/28/2023,Defective Item,21092.73,Refunded
812,26054,12/31/2023,Changed Mind,30890.92,Refunded
813,77384,12/20/2024,Damaged Product,43972.1,Pending
814,21455,4/19/2024,Duplicate Order,24012.11,Refunded
815,71363,9/7/2024,Wrong Item Delivered,11291.9,Processed
816,95019,3/13/2022,Missing Parts,41416.66,Refunded
817,92249,6/14/2024,Late Delivery,12351.7,Pending
818,95245,3/29/2024,Quality Issue,24274.62,Refunded
819,90351,8/3/2024,Defective Item,36532.74,Pending
820,10746,3/20/2022,Duplicate Order,6184.95,Refunded
821,8460,3/25/2022,Damaged Product,25891.12,Refunded
822,42067,9/29/2025,Quality Issue,24440.4,Processed
823,94247,11/14/2025,Wrong Item Delivered,14388.88,Refunded
824,9600,6/12/2022,Wrong Item Delivered,45114.08,Pending
825,592,10/23/2022,Late Delivery,13201.71,Pending
826,72499,7/19/2022,Duplicate Order,19302.95,Refunded
827,53819,11/3/2023,Wrong Item Delivered,39489.58,Refunded
828,60044,9/18/2024,Damaged Product,20843.87,Refunded
829,71176,7/2/2025,Quality Issue,19920.61,Refunded
830,70045,8/6/2023,Late Delivery,22014.13,Refunded
831,36429,5/2/2025,Size Issue,5703.78,Refunded
